Student Name,Student ID,Year,IOT,CTSD,DS,OOPS,DTI,COA,DBMS,PFSD,MPC,ASE,OS,Specialization
Student_5699,6698,1,6,10,6,9,8,8,9,7,9,10,8,AI-IPA
Student_5700,6699,1,7,9,6,10,10,7,10,7,8,10,7,AI-IPA
Student_5701,6700,1,9,9,10,6,8,8,7,9,8,8,7,Cyber Security
Student_5702,6701,2,7,6,6,6,7,8,9,10,6,9,10,AI-IPA
Student_5703,6702,1,8,10,6,10,9,7,6,9,6,7,8,Cloud
Student_5704,6703,2,9,6,10,9,6,9,10,9,9,6,7,Cyber Security
Student_5705,6704,1,9,9,8,6,7,6,6,9,6,8,9,AI-IPA
Student_5706,6705,2,8,9,8,7,8,6,9,10,8,9,6,Cloud
Student_5707,6706,1,9,6,6,9,6,7,8,8,8,6,8,AI-IPA
Student_5708,6707,1,7,10,6,9,6,6,7,9,10,8,7,Cloud
Student_5709,6708,1,7,7,6,6,8,8,9,6,6,10,9,Cyber Security
Student_5710,6709,1,10,10,7,6,8,10,9,6,8,9,9,Cloud
Student_5711,6710,1,8,9,7,6,10,9,9,6,6,9,7,AI-IPA
Student_5712,6711,1,7,10,6,9,9,7,6,8,9,10,6,Cloud
Student_5713,6712,1,6,7,10,8,8,6,6,7,8,10,6,Cyber Security
Student_5714,6713,2,8,7,10,6,6,9,9,7,9,6,8,AI-IPA
Student_5715,6714,1,9,9,8,10,7,8,6,10,7,8,7,Cloud
Student_5716,6715,2,6,6,6,8,6,8,10,8,7,8,6,AI-IPA
Student_5717,6716,1,9,6,6,6,10,6,8,8,7,10,8,Cloud
Student_5718,6717,2,6,6,9,9,8,6,6,8,9,9,6,AI-IPA
Student_5719,6718,2,10,10,6,8,6,7,10,8,8,6,10,Cloud
Student_5720,6719,2,8,10,8,9,7,8,9,7,7,10,6,Cyber Security
Student_5721,6720,1,7,7,8,7,8,10,9,6,8,9,7,AI-IPA
Student_5722,6721,1,8,9,7,8,9,8,7,9,9,7,7,AI-IPA
Student_5723,6722,2,6,9,7,6,9,6,10,10,10,8,9,Cloud
Student_5724,6723,1,8,7,9,10,6,6,6,9,9,7,9,Cyber Security
Student_5725,6724,2,10,6,8,7,6,8,8,9,10,10,9,AI-IPA
Student_5726,6725,2,9,6,10,9,6,6,8,10,9,7,9,AI-IPA
Student_5727,6726,1,6,7,10,9,9,6,7,7,10,10,8,Cloud
Student_5728,6727,2,8,10,10,8,8,8,9,8,6,8,10,Cloud
Student_5729,6728,2,10,8,9,6,6,7,9,8,9,6,9,Cloud
Student_5730,6729,2,8,10,8,7,9,9,10,6,9,7,6,Cyber Security
Student_5731,6730,2,6,6,9,6,7,6,7,6,7,9,8,AI-IPA
Student_5732,6731,2,8,8,6,8,7,10,9,7,8,9,9,Cyber Security
Student_5733,6732,2,6,8,9,9,8,7,10,7,9,8,10,AI-IPA
Student_5734,6733,2,9,8,7,7,7,8,9,9,10,6,10,Cyber Security
Student_5735,6734,1,8,10,8,7,8,8,10,6,7,10,9,AI-IPA
Student_5736,6735,1,6,8,6,6,7,7,10,9,8,8,7,Cyber Security
Student_5737,6736,2,9,8,6,6,6,8,8,8,10,6,9,AI-IPA
Student_5738,6737,1,6,9,7,10,7,10,6,6,6,9,7,Cloud
Student_5739,6738,2,10,8,6,8,6,6,9,8,9,9,7,Cloud
Student_5740,6739,1,6,9,8,8,9,8,7,10,8,9,6,Cyber Security
Student_5741,6740,2,8,9,9,9,10,7,10,10,10,8,7,Cyber Security
Student_5742,6741,1,7,7,10,10,8,9,10,7,8,6,8,AI-IPA
Student_5743,6742,1,10,7,10,6,6,8,10,9,7,8,6,AI-IPA
Student_5744,6743,1,10,8,9,9,10,10,9,6,9,8,8,Cyber Security
Student_5745,6744,1,7,8,9,8,9,8,6,9,10,8,10,Cloud
Student_5746,6745,2,7,8,6,10,7,9,10,9,9,10,8,AI-IPA
Student_5747,6746,2,9,7,8,7,10,10,8,10,8,8,8,Cyber Security
Student_5748,6747,1,10,7,10,7,6,8,10,8,8,8,9,Cloud
Student_5749,6748,1,9,10,8,8,7,7,7,9,6,6,10,Cloud
Student_5750,6749,1,10,10,6,9,10,10,7,8,9,9,6,Cyber Security
Student_5751,6750,1,9,6,6,6,7,7,8,8,6,9,8,AI-IPA
Student_5752,6751,2,6,8,6,8,9,9,10,10,9,10,7,AI-IPA
Student_5753,6752,2,6,10,6,9,9,6,7,7,7,9,9,Cyber Security
Student_5754,6753,2,8,9,7,8,7,8,7,6,10,8,6,Cyber Security
Student_5755,6754,2,8,10,8,9,9,7,8,9,9,10,7,AI-IPA
Student_5756,6755,2,10,7,6,7,8,9,10,6,9,9,10,AI-IPA
Student_5757,6756,2,6,10,8,9,7,8,6,9,9,9,10,Cyber Security
Student_5758,6757,1,7,10,10,10,9,10,7,9,10,6,7,Cyber Security
Student_5759,6758,2,9,9,7,6,6,7,8,6,8,7,8,AI-IPA
Student_5760,6759,1,7,9,7,8,9,7,8,8,6,9,7,Cloud
Student_5761,6760,2,8,9,7,9,10,8,6,7,7,7,6,Cloud
Student_5762,6761,2,8,6,6,10,9,10,6,8,9,8,10,Cloud
Student_5763,6762,1,9,7,10,9,6,9,6,7,7,8,7,Cloud
Student_5764,6763,1,10,6,6,6,10,10,10,8,6,7,9,AI-IPA
Student_5765,6764,1,10,9,7,10,6,9,8,9,6,9,7,AI-IPA
Student_5766,6765,2,8,7,9,8,10,9,6,10,7,8,7,Cyber Security
Student_5767,6766,2,9,6,9,8,8,8,10,9,8,6,7,AI-IPA
Student_5768,6767,2,7,7,6,9,6,9,7,9,8,6,7,Cloud
Student_5769,6768,1,6,9,7,8,10,7,7,7,8,7,7,Cyber Security
Student_5770,6769,1,6,10,6,7,10,10,8,10,6,10,9,Cyber Security
Student_5771,6770,2,8,6,6,7,6,6,10,9,9,8,9,Cyber Security
Student_5772,6771,1,8,6,7,6,8,10,10,6,7,9,9,Cyber Security
Student_5773,6772,2,7,7,9,9,8,8,6,7,9,9,10,Cloud
Student_5774,6773,1,10,7,9,6,8,9,6,7,9,10,8,Cloud
Student_5775,6774,2,9,6,6,6,7,9,7,6,6,8,7,Cyber Security
Student_5776,6775,2,9,7,9,9,9,6,10,7,7,10,7,Cyber Security
Student_5777,6776,1,6,10,8,7,7,6,10,7,6,10,10,Cyber Security
Student_5778,6777,1,7,10,6,10,10,9,9,10,9,6,9,AI-IPA
Student_5779,6778,2,10,8,9,7,7,6,8,9,7,6,9,AI-IPA
Student_5780,6779,2,9,8,9,7,6,9,6,10,7,10,9,AI-IPA
Student_5781,6780,2,7,10,8,7,8,7,9,8,10,6,10,Cloud
Student_5782,6781,2,10,8,10,9,7,7,9,10,9,10,8,Cloud
Student_5783,6782,2,6,7,10,6,6,9,9,9,9,9,6,Cloud
Student_5784,6783,2,6,10,9,7,10,10,6,6,9,8,10,AI-IPA
Student_5785,6784,2,6,8,6,10,7,6,10,6,6,9,7,Cyber Security
Student_5786,6785,1,9,8,9,6,10,6,8,6,9,8,8,AI-IPA
Student_5787,6786,1,10,8,9,10,7,10,8,10,10,6,9,AI-IPA
Student_5788,6787,1,7,9,8,6,7,7,9,7,6,7,10,Cyber Security
Student_5789,6788,2,6,6,6,10,9,6,6,6,8,7,7,Cloud
Student_5790,6789,2,8,10,7,6,10,6,9,8,6,8,6,AI-IPA
Student_5791,6790,1,8,10,8,10,6,7,9,9,6,9,6,Cloud
Student_5792,6791,1,10,9,8,7,9,10,9,9,10,8,8,Cloud
Student_5793,6792,2,6,9,7,8,7,9,6,10,7,7,9,AI-IPA
Student_5794,6793,1,8,7,7,7,8,6,6,10,10,9,6,AI-IPA
Student_5795,6794,2,9,6,9,6,7,9,10,7,6,10,7,Cloud
Student_5796,6795,2,10,7,7,9,6,8,8,9,10,6,6,Cyber Security
Student_5797,6796,1,6,6,7,7,6,8,9,6,7,9,7,AI-IPA
Student_5798,6797,1,10,6,9,7,7,7,6,10,6,6,10,AI-IPA
Student_5799,6798,2,10,10,10,9,8,9,10,10,8,9,10,AI-IPA
Student_5800,6799,2,8,10,6,8,9,10,9,8,8,6,8,Cloud
Student_5801,6800,2,7,10,9,6,8,9,10,9,6,9,7,Cloud
Student_5802,6801,1,7,10,7,6,9,8,7,10,6,9,6,Cloud
Student_5803,6802,1,6,6,8,10,6,8,8,8,8,10,10,AI-IPA
Student_5804,6803,1,10,9,8,8,6,7,7,9,6,10,7,AI-IPA
Student_5805,6804,1,6,6,6,6,6,8,6,9,10,7,6,Cyber Security
Student_5806,6805,2,10,9,8,6,7,6,6,10,9,7,6,AI-IPA
Student_5807,6806,2,6,9,8,10,9,6,7,10,9,7,7,Cloud
Student_5808,6807,2,8,10,10,9,9,7,6,7,8,8,6,Cloud
Student_5809,6808,1,6,8,8,10,6,7,9,6,10,6,8,Cloud
Student_5810,6809,2,6,9,6,6,9,6,6,10,8,8,8,Cloud
Student_5811,6810,2,8,9,10,6,10,9,10,10,7,7,9,Cyber Security
Student_5812,6811,2,10,6,8,9,9,7,6,9,7,8,8,Cloud
Student_5813,6812,1,9,9,9,6,10,7,9,9,10,7,6,Cyber Security
Student_5814,6813,1,6,10,9,6,7,8,10,6,10,7,8,AI-IPA
Student_5815,6814,1,9,6,10,8,9,9,8,6,6,8,7,Cloud
Student_5816,6815,1,7,6,9,8,8,10,7,10,8,8,7,AI-IPA
Student_5817,6816,1,8,6,8,9,10,7,9,7,6,6,6,Cloud
Student_5818,6817,1,7,9,10,9,6,9,6,7,8,7,9,Cloud
Student_5819,6818,2,10,7,7,8,7,8,10,7,10,10,8,AI-IPA
Student_5820,6819,1,7,7,7,7,8,7,7,10,9,7,10,Cyber Security
Student_5821,6820,2,9,7,8,7,10,10,8,8,6,8,6,AI-IPA
Student_5822,6821,2,10,9,7,8,7,8,10,9,7,6,6,Cloud
Student_5823,6822,2,8,7,6,10,6,9,9,10,6,9,8,Cyber Security
Student_5824,6823,1,8,10,8,8,8,8,10,7,9,8,9,AI-IPA
Student_5825,6824,2,6,6,8,8,6,6,9,10,6,8,6,AI-IPA
Student_5826,6825,2,9,6,10,8,9,10,8,7,10,7,6,Cloud
Student_5827,6826,2,6,10,8,6,7,9,9,9,7,8,10,Cloud
Student_5828,6827,1,8,9,10,9,6,7,10,10,10,9,6,AI-IPA
Student_5829,6828,2,8,8,8,10,8,7,9,10,10,8,10,AI-IPA
Student_5830,6829,2,6,8,6,7,7,10,9,6,6,7,7,AI-IPA
Student_5831,6830,1,10,7,6,8,7,7,9,9,7,9,9,AI-IPA
Student_5832,6831,2,6,6,10,10,8,8,8,7,9,10,9,Cyber Security
Student_5833,6832,2,7,7,8,10,10,7,6,6,6,8,9,Cyber Security
Student_5834,6833,2,8,10,9,6,7,9,8,10,9,6,6,AI-IPA
Student_5835,6834,1,8,7,10,7,9,7,8,7,7,8,6,AI-IPA
Student_5836,6835,1,6,7,6,6,10,8,6,7,6,8,6,Cyber Security
Student_5837,6836,1,7,7,8,6,10,6,8,6,8,8,8,AI-IPA
Student_5838,6837,1,9,6,9,10,8,7,8,10,8,8,6,AI-IPA
Student_5839,6838,1,9,10,9,10,10,6,10,9,9,6,10,AI-IPA
Student_5840,6839,1,8,9,9,7,9,9,6,8,6,9,9,AI-IPA
Student_5841,6840,2,10,8,6,6,7,6,10,7,9,9,10,AI-IPA
Student_5842,6841,2,10,9,7,10,9,10,10,10,6,10,8,AI-IPA
Student_5843,6842,2,6,7,10,9,7,10,10,6,6,6,8,Cloud
Student_5844,6843,2,7,10,10,8,10,8,7,7,10,9,9,Cyber Security
Student_5845,6844,1,10,10,6,9,6,10,9,7,6,8,8,Cloud
Student_5846,6845,2,8,7,9,7,8,10,7,9,8,10,10,Cloud
Student_5847,6846,2,7,6,10,6,10,6,10,8,7,6,6,Cyber Security
Student_5848,6847,2,9,9,9,7,7,6,9,7,7,9,9,Cyber Security
Student_5849,6848,1,9,8,9,7,10,10,8,7,7,6,7,Cyber Security
Student_5850,6849,2,10,7,10,10,9,8,6,10,7,8,6,Cloud
Student_5851,6850,1,9,8,8,6,10,8,6,8,7,6,6,Cloud
Student_5852,6851,2,8,8,8,6,6,10,7,9,10,7,10,AI-IPA
Student_5853,6852,2,6,6,6,8,6,10,10,7,10,7,9,AI-IPA
Student_5854,6853,2,9,10,6,8,10,7,7,6,10,10,9,AI-IPA
Student_5855,6854,1,7,6,6,6,10,6,8,9,7,8,8,AI-IPA
Student_5856,6855,1,10,6,9,6,10,9,7,9,9,6,8,AI-IPA
Student_5857,6856,1,8,9,10,9,9,10,7,10,9,8,9,Cyber Security
Student_5858,6857,2,8,7,8,6,8,9,10,8,7,8,10,AI-IPA
Student_5859,6858,1,9,8,8,7,9,6,8,10,8,8,8,Cyber Security
Student_5860,6859,2,7,9,7,8,9,8,8,8,7,8,7,Cloud
Student_5861,6860,2,8,10,7,10,8,7,6,8,7,7,8,Cyber Security
Student_5862,6861,2,9,7,9,9,10,6,10,8,8,7,8,AI-IPA
Student_5863,6862,1,8,7,7,10,10,8,9,10,8,9,10,Cyber Security
Student_5864,6863,1,7,7,10,8,8,7,8,7,10,10,8,Cyber Security
Student_5865,6864,1,6,7,7,10,9,8,6,8,9,10,7,Cyber Security
Student_5866,6865,2,10,9,8,10,9,8,9,7,9,10,6,Cyber Security
Student_5867,6866,2,6,10,7,7,7,10,8,7,10,10,10,AI-IPA
Student_5868,6867,1,6,10,6,9,8,9,6,8,7,10,6,AI-IPA
Student_5869,6868,1,8,9,7,9,10,9,9,6,10,7,7,Cloud
Student_5870,6869,2,6,7,9,7,10,10,9,7,9,6,6,AI-IPA
Student_5871,6870,2,10,9,8,8,10,10,6,8,10,7,7,AI-IPA
Student_5872,6871,2,8,6,10,7,10,8,7,10,9,6,6,Cyber Security
Student_5873,6872,2,6,9,6,9,6,8,6,6,7,10,8,AI-IPA
Student_5874,6873,1,7,7,9,6,6,7,10,8,10,7,7,Cloud
Student_5875,6874,1,7,8,6,10,8,8,6,9,10,7,9,Cyber Security
Student_5876,6875,2,10,6,9,10,8,7,8,8,7,9,9,Cloud
Student_5877,6876,2,10,8,10,9,8,8,9,10,6,9,10,Cloud
Student_5878,6877,1,10,8,6,10,6,7,9,8,6,9,9,Cloud
Student_5879,6878,2,9,10,6,7,9,6,10,7,8,9,7,Cyber Security
Student_5880,6879,1,6,6,8,8,8,9,6,6,6,7,9,AI-IPA
Student_5881,6880,2,7,6,8,9,9,7,10,10,8,6,8,Cloud
Student_5882,6881,2,8,7,8,7,10,7,6,6,9,6,9,Cloud
Student_5883,6882,2,7,10,8,10,10,7,10,7,6,7,10,AI-IPA
Student_5884,6883,2,9,6,9,7,6,8,9,6,10,8,9,Cloud
Student_5885,6884,1,8,8,10,9,6,10,10,9,10,10,9,Cyber Security
Student_5886,6885,1,10,6,7,6,8,6,8,10,8,8,7,Cyber Security
Student_5887,6886,2,10,9,9,10,8,7,10,8,7,10,9,AI-IPA
Student_5888,6887,2,7,7,6,9,8,6,10,10,8,10,6,AI-IPA
Student_5889,6888,1,7,10,9,8,8,8,7,6,7,8,7,Cloud
Student_5890,6889,1,6,10,10,7,7,8,10,8,6,10,10,Cyber Security
Student_5891,6890,1,8,10,9,7,10,9,6,9,9,7,10,Cloud
Student_5892,6891,1,10,8,7,10,8,10,6,9,7,6,10,Cloud
Student_5893,6892,2,9,8,7,7,9,6,7,7,8,9,7,Cyber Security
Student_5894,6893,2,6,6,10,6,8,6,7,10,10,9,9,Cloud
Student_5895,6894,2,6,6,8,10,7,6,6,8,8,7,6,Cloud
Student_5896,6895,2,7,6,7,7,9,6,6,9,8,6,9,AI-IPA
Student_5897,6896,1,6,8,10,8,10,8,7,8,8,6,7,Cyber Security
Student_5898,6897,1,10,9,9,9,10,9,7,7,7,8,10,AI-IPA
Student_5899,6898,2,10,10,9,9,9,8,9,10,10,10,8,Cyber Security
Student_5900,6899,2,8,8,10,7,10,9,7,10,10,10,8,Cyber Security
Student_5901,6900,2,10,6,10,6,9,9,7,6,8,7,6,Cloud
Student_5902,6901,2,9,9,8,9,7,9,8,9,6,7,10,Cyber Security
Student_5903,6902,2,9,7,7,7,6,8,7,10,10,6,6,Cyber Security
Student_5904,6903,2,7,7,9,10,9,9,9,9,7,8,6,Cloud
Student_5905,6904,1,7,6,10,9,8,8,10,6,10,7,8,AI-IPA
Student_5906,6905,2,10,8,9,7,6,9,10,8,10,9,8,Cyber Security
Student_5907,6906,1,9,9,9,7,7,10,10,9,9,8,10,AI-IPA
Student_5908,6907,2,7,6,9,8,9,9,10,6,6,10,6,Cloud
Student_5909,6908,2,8,8,7,10,10,7,6,7,9,6,8,AI-IPA
Student_5910,6909,1,9,6,10,6,6,9,10,6,8,10,10,AI-IPA
Student_5911,6910,2,9,10,6,8,10,9,9,6,10,9,10,Cloud
Student_5912,6911,1,6,6,10,6,6,6,7,6,6,7,6,AI-IPA
Student_5913,6912,2,10,10,7,10,10,10,8,8,8,9,10,AI-IPA
Student_5914,6913,2,6,8,8,8,9,7,10,7,6,9,9,AI-IPA
Student_5915,6914,2,7,10,8,6,10,9,8,7,7,8,6,Cloud
Student_5916,6915,1,9,9,7,9,6,8,9,10,8,6,9,Cloud
Student_5917,6916,1,10,9,6,6,7,7,6,9,10,8,7,AI-IPA
Student_5918,6917,1,6,6,10,6,8,9,10,9,8,9,8,Cloud
Student_5919,6918,1,9,9,10,6,7,10,7,10,7,10,8,Cyber Security
Student_5920,6919,2,6,6,6,7,10,10,6,7,8,8,8,AI-IPA
Student_5921,6920,1,10,6,7,9,8,10,9,7,7,8,7,Cyber Security
Student_5922,6921,2,7,6,8,6,6,8,9,10,9,7,7,AI-IPA
Student_5923,6922,2,8,9,6,8,7,8,10,9,10,10,10,AI-IPA
Student_5924,6923,2,10,10,8,9,8,7,9,7,9,7,8,Cloud
Student_5925,6924,2,9,10,6,8,9,6,6,9,6,6,10,Cloud
Student_5926,6925,1,8,7,9,7,7,9,7,6,10,6,8,Cyber Security
Student_5927,6926,1,7,10,6,9,10,10,6,8,10,6,10,Cloud
Student_5928,6927,1,7,8,8,6,8,6,8,9,8,6,6,Cyber Security
Student_5929,6928,1,9,6,6,9,9,10,8,10,7,7,7,Cloud
Student_5930,6929,2,8,6,6,7,6,10,9,10,8,8,6,Cloud
Student_5931,6930,1,7,7,8,8,8,8,7,6,9,8,6,Cloud
Student_5932,6931,1,8,8,6,10,9,8,10,9,10,6,9,Cyber Security
Student_5933,6932,2,10,10,9,6,10,9,9,7,7,9,6,Cloud
Student_5934,6933,1,8,10,8,6,10,9,10,6,6,6,6,Cyber Security
Student_5935,6934,2,8,9,8,7,10,9,9,10,6,9,8,Cloud
Student_5936,6935,2,6,8,6,9,7,7,8,7,7,10,9,AI-IPA
Student_5937,6936,1,10,8,6,6,7,6,9,10,10,8,8,AI-IPA
Student_5938,6937,1,7,10,7,9,6,6,9,6,9,6,9,AI-IPA
Student_5939,6938,1,9,8,9,6,9,7,6,7,9,7,10,AI-IPA
Student_5940,6939,1,10,7,6,8,7,7,7,6,9,8,10,AI-IPA
Student_5941,6940,1,6,10,10,6,10,7,6,7,10,10,6,Cyber Security
Student_5942,6941,2,9,9,8,9,6,6,10,8,6,9,8,Cloud
Student_5943,6942,2,8,6,7,9,7,7,7,10,10,10,7,Cloud
Student_5944,6943,1,10,8,10,7,9,8,10,8,10,10,8,Cyber Security
Student_5945,6944,2,6,10,9,10,7,7,8,8,7,10,9,Cyber Security
Student_5946,6945,1,7,6,7,6,8,10,6,6,8,8,9,Cyber Security
Student_5947,6946,2,10,6,9,7,10,6,10,7,9,7,7,AI-IPA
Student_5948,6947,2,9,9,9,7,9,6,6,10,9,6,8,Cyber Security
Student_5949,6948,2,6,7,10,8,7,9,7,7,8,9,9,AI-IPA
Student_5950,6949,1,7,10,10,9,8,8,9,9,8,9,9,Cyber Security
Student_5951,6950,2,10,10,8,7,10,7,6,6,8,9,7,AI-IPA
Student_5952,6951,2,7,10,6,7,8,9,8,7,8,7,8,Cyber Security
Student_5953,6952,2,8,6,8,7,6,10,10,8,10,10,7,Cloud
Student_5954,6953,1,6,8,10,7,8,10,6,9,6,8,7,Cyber Security
Student_5955,6954,1,10,7,10,10,6,6,9,8,10,9,10,Cyber Security
Student_5956,6955,1,6,7,8,8,8,9,9,10,6,7,7,Cyber Security
Student_5957,6956,2,7,7,7,10,8,6,6,6,7,7,9,Cyber Security
Student_5958,6957,1,10,7,8,10,7,6,9,10,8,7,9,Cloud
Student_5959,6958,1,9,10,8,7,10,6,8,6,8,10,9,AI-IPA
Student_5960,6959,1,7,10,9,6,10,8,7,8,9,9,7,Cloud
Student_5961,6960,2,8,9,9,10,8,9,6,8,10,10,8,Cloud
Student_5962,6961,1,6,7,8,8,7,10,6,6,8,7,7,AI-IPA
Student_5963,6962,2,10,7,10,6,6,7,7,10,7,9,9,Cloud
Student_5964,6963,2,7,8,10,8,7,10,7,8,10,10,9,Cyber Security
Student_5965,6964,2,9,9,6,10,6,9,9,7,9,6,10,Cyber Security
Student_5966,6965,2,7,9,6,6,10,7,10,6,6,7,7,AI-IPA
Student_5967,6966,1,9,9,10,7,8,10,10,10,7,10,9,Cyber Security
Student_5968,6967,1,8,7,7,10,7,10,8,10,8,8,10,AI-IPA
Student_5969,6968,1,8,10,7,8,10,9,8,8,8,8,9,Cloud
Student_5970,6969,2,10,9,10,7,6,6,6,8,7,6,9,Cyber Security
Student_5971,6970,1,9,8,9,6,9,7,9,10,10,6,6,Cloud
Student_5972,6971,1,8,7,6,6,8,10,10,6,9,8,8,Cloud
Student_5973,6972,2,9,8,10,7,10,6,6,7,10,7,8,Cloud
Student_5974,6973,2,8,10,10,6,9,10,7,10,6,10,10,Cloud
Student_5975,6974,1,6,6,10,7,9,8,8,6,10,9,6,Cyber Security
Student_5976,6975,2,7,8,10,8,7,10,8,9,8,10,8,Cyber Security
Student_5977,6976,2,7,9,6,6,7,6,9,7,8,10,9,AI-IPA
Student_5978,6977,2,6,10,8,8,6,7,8,6,10,9,10,Cloud
Student_5979,6978,2,6,8,6,10,7,6,7,9,7,9,10,Cyber Security
Student_5980,6979,1,6,6,8,8,7,6,10,6,10,6,9,AI-IPA
Student_5981,6980,1,7,6,10,6,8,8,6,6,10,9,7,Cyber Security
Student_5982,6981,2,6,8,6,6,8,8,7,10,8,9,6,Cyber Security
Student_5983,6982,2,8,7,6,7,9,10,9,7,7,9,10,Cyber Security
Student_5984,6983,2,8,9,7,6,7,6,10,6,7,9,7,Cloud
Student_5985,6984,2,9,7,10,7,9,6,7,6,10,6,9,Cyber Security
Student_5986,6985,2,6,7,6,8,6,9,6,9,8,9,7,Cloud
Student_5987,6986,1,6,6,6,6,7,8,7,10,10,7,9,AI-IPA
Student_5988,6987,2,10,6,8,9,8,9,7,9,8,10,6,Cloud
Student_5989,6988,2,7,9,8,7,7,7,6,6,10,10,9,AI-IPA
Student_5990,6989,2,6,10,8,6,7,10,10,10,9,10,10,AI-IPA
Student_5991,6990,1,8,7,10,10,6,9,7,9,7,6,9,Cloud
Student_5992,6991,1,6,6,9,6,10,10,8,10,9,10,8,AI-IPA
Student_5993,6992,1,9,10,10,9,7,10,8,9,8,6,7,Cloud
Student_5994,6993,1,10,10,9,9,10,10,7,6,9,10,9,Cyber Security
Student_5995,6994,1,9,10,10,7,7,10,8,8,7,6,6,Cloud
Student_5996,6995,1,10,8,8,9,10,7,8,9,9,9,7,Cloud
Student_5997,6996,2,6,9,6,9,6,7,7,7,8,8,9,AI-IPA
Student_5998,6997,2,10,6,10,10,6,9,9,9,6,6,9,Cloud
Student_5999,6998,1,10,7,7,8,9,9,10,8,10,9,8,Cloud
Student_6000,6999,1,9,8,6,7,7,10,10,10,10,10,10,Cyber Security
Student_6001,7000,1,8,7,9,10,8,8,6,8,7,8,9,Cloud
Student_6002,7001,1,8,7,10,8,6,9,10,7,7,7,10,Cyber Security
Student_6003,7002,2,7,8,9,9,9,6,9,10,7,8,7,Cyber Security
Student_6004,7003,2,7,9,8,8,7,9,10,10,8,7,7,Cyber Security
Student_6005,7004,2,6,6,10,6,7,10,10,9,10,8,6,AI-IPA
Student_6006,7005,2,8,7,8,8,6,8,9,8,7,10,7,Cyber Security
Student_6007,7006,1,8,8,7,10,9,7,8,7,7,6,9,AI-IPA
Student_6008,7007,2,7,9,9,10,9,7,9,10,8,8,6,Cloud
Student_6009,7008,2,9,9,9,6,9,10,7,8,10,6,9,Cloud
Student_6010,7009,2,10,7,8,6,10,6,8,9,6,6,10,Cloud
Student_6011,7010,1,8,10,9,9,9,9,9,6,7,10,10,AI-IPA
Student_6012,7011,2,10,9,10,6,8,9,7,9,6,9,7,Cloud
Student_6013,7012,1,9,10,6,10,6,10,10,8,9,9,10,Cloud
Student_6014,7013,1,6,10,10,6,10,6,8,7,7,6,6,AI-IPA
Student_6015,7014,1,8,8,10,8,8,6,8,10,10,6,9,AI-IPA
Student_6016,7015,2,6,6,10,7,9,9,10,8,9,10,10,Cloud
Student_6017,7016,2,9,9,9,6,6,9,8,7,6,9,8,Cyber Security
Student_6018,7017,1,6,6,9,9,8,8,7,7,6,8,9,Cyber Security
Student_6019,7018,2,8,7,6,10,7,6,6,6,10,6,8,Cloud
Student_6020,7019,2,8,10,10,8,10,7,7,9,9,10,8,Cyber Security
Student_6021,7020,2,6,7,8,6,10,9,10,10,7,6,9,Cyber Security
Student_6022,7021,1,7,6,7,7,10,9,9,9,10,9,8,AI-IPA
Student_6023,7022,2,9,9,8,9,10,8,6,10,6,8,10,Cloud
Student_6024,7023,2,9,8,8,6,8,10,8,8,8,6,9,Cyber Security
Student_6025,7024,1,9,6,9,9,7,8,8,6,7,10,8,Cloud
Student_6026,7025,2,10,8,10,8,7,8,8,9,8,9,6,Cloud
Student_6027,7026,2,6,9,6,10,10,7,10,9,9,6,7,Cloud
Student_6028,7027,1,7,8,6,6,10,10,7,8,8,6,10,Cyber Security
Student_6029,7028,2,8,7,7,8,7,7,7,10,9,8,8,Cloud
Student_6030,7029,2,7,8,6,6,9,6,8,8,8,7,9,Cloud
Student_6031,7030,1,6,6,7,8,9,8,8,9,6,6,6,AI-IPA
Student_6032,7031,2,8,8,10,6,7,7,8,9,7,7,8,Cyber Security
Student_6033,7032,2,6,7,6,6,8,10,7,8,8,7,10,Cloud
Student_6034,7033,1,8,8,8,7,6,6,8,9,9,7,10,Cloud
Student_6035,7034,2,6,7,8,10,6,9,10,6,7,7,8,Cyber Security
Student_6036,7035,1,8,7,8,9,9,8,8,6,6,7,6,AI-IPA
Student_6037,7036,2,7,6,8,8,8,8,7,10,7,10,9,Cloud
Student_6038,7037,2,8,10,7,9,7,10,6,9,6,7,9,Cyber Security
Student_6039,7038,2,8,6,10,7,6,9,6,6,9,8,9,Cloud
Student_6040,7039,2,9,10,9,8,6,6,9,9,9,9,10,Cloud
Student_6041,7040,2,9,10,6,10,6,9,8,6,7,7,7,Cyber Security
Student_6042,7041,2,7,7,9,10,7,7,9,7,10,9,6,Cloud
Student_6043,7042,2,9,7,8,6,9,6,10,7,10,6,8,Cyber Security
Student_6044,7043,1,7,7,7,8,6,6,6,9,6,8,7,Cloud
Student_6045,7044,1,7,8,6,7,10,7,6,7,7,10,8,Cloud
Student_6046,7045,2,9,7,6,10,9,8,9,10,10,8,9,AI-IPA
Student_6047,7046,1,7,10,6,8,9,10,6,10,8,9,7,Cyber Security
Student_6048,7047,1,6,6,10,8,6,10,9,8,7,7,6,Cloud
Student_6049,7048,1,7,8,7,10,6,7,6,10,9,8,8,AI-IPA
Student_6050,7049,2,6,7,9,9,10,9,9,8,9,8,6,AI-IPA
Student_6051,7050,2,10,8,9,10,6,6,10,9,10,8,7,AI-IPA
Student_6052,7051,2,9,7,9,7,9,7,7,6,7,10,7,Cyber Security
